CID	Pack_Number	Part_Number	AppricableCID	Keyword	CVN	Country Spec	Vehicle	Year	Engine	Aspiration	Transmission	Specification
XH3J2G0A	22765AU30A	22765AK61A	XH3I110A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61A	XH3I200A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61A	XH3I300A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61A	XH3I301A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61A	XH3I302A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61B	XH3J100A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61C	XH3J110A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61D	XH3J110A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61E	XH3J260A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61E	XH3J26ZA	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61F	XH3J261A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61G	XH3J290A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61G	XH3J29ZA	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61H	XH3J2B0A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61J	XH3J2C0A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61J	XH3J2CZA	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61K	XH3J2C1A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71A	EH3H100B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71A	XH3I000B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71A	XH3I100B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71A	XH3I110B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71A	XH3I200B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71A	XH3I300B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71A	XH3I301B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71A	XH3I302B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71B	XH3J100B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71C	XH3J110B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71D	XH3J110B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71E	XH3J260B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71E	XH3J26ZB	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71F	XH3J261B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71G	XH3J290B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71G	XH3J29ZB	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71H	XH3J2B0B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71J	XH3J2C0B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0B	22765AU31A	22765AL71K	XH3J2E0B	182F9B0B	1BC0 DA8B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59A	EH3H100C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59A	XH3I000C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59A	XH3I100C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59A	XH3I110C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59A	XH3I200C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59A	XH3I300C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59A	XH3I301C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59A	XH3I302C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59B	XH3J100C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59C	XH3J110C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59D	XH3J110C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59E	XH3J260C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59E	XH3J26ZC	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59F	XH3J261C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59G	XH3J290C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59G	XH3J29ZC	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59H	XH3J2B0C	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1C	22765AJ59K	22765AJ59J	XH3J2CZC	9B767F3E	8123 6F52	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61A	EH3H100A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61A	XH3I000A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61A	XH3I100A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61A	XH3I110A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61A	XH3I200A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61A	XH3I300A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61A	XH3I301A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61A	XH3I302A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61B	XH3J100A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61C	XH3J110A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61D	XH3J110A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61E	XH3J260A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61E	XH3J26ZA	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61F	XH3J261A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61G	XH3J290A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61G	XH3J29ZA	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61H	XH3J2B0A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61J	XH3J2C0A	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C1A	22765AK61K	22765AK61J	XH3J2CZA	9DB28E88	D547 4FAA	N.AMERICA	Impreza	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71A	EH3H100B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71A	XH3I000B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71A	XH3I100B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71A	XH3I110B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71A	XH3I200B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71A	XH3I300B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71A	XH3I301B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71A	XH3I302B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71B	XH3J100B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71C	XH3J110B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71D	XH3J110B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71E	XH3J260B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71E	XH3J26ZB	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71F	XH3J261B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71G	XH3J290B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71G	XH3J29ZB	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2C0B	22765AL71J	22765AL71H	XH3J2B0B	250AEE3A	2490 06CC	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3JD00D	22765AM28J	22765AM28A	XH3J300D	B8D823C7	C734 B15F	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3JD00D	22765AM28J	22765AM28A	XH3J310D	B8D823C7	C734 B15F	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3JD00D	22765AM28J	22765AM28B	XH3J310D	B8D823C7	C734 B15F	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3JD00D	22765AM28J	22765AM28C	XH3J600D	B8D823C7	C734 B15F	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3JD00D	22765AM28J	22765AM28C	XH3J60ZD	B8D823C7	C734 B15F	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3JD00D	22765AM28J	22765AM28D	XH3J601D	B8D823C7	C734 B15F	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3JD00D	22765AM28J	22765AM28E	XH3J800D	B8D823C7	C734 B15F	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3JD00D	22765AM28J	22765AM28E	XH3J80ZD	B8D823C7	C734 B15F	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3JD00D	22765AM28J	22765AM28F	XH3J900D	B8D823C7	C734 B15F	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3JD00D	22765AM28J	22765AM28G	XH3JA00D	B8D823C7	C734 B15F	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3JD00D	22765AM28J	22765AM28H	XH3JB00D	B8D823C7	C734 B15F	N.AMERICA	Impreza	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ610	XH3J200E	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ610	XH3J201E	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ610	XH3J220E	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ611	XH3J220E	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ612	XH3J260E	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ612	XH3J26ZE	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ613	XH3J261E	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ614	XH3J290E	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ614	XH3J29ZE	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ615	XH3J2B0E	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ616	XH3J2C0E	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ616	XH3J2CZE	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0E	22765AJ618	22765AJ617	XH3J2C1E	F9F53E35	B73B 6934	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ620	XH3J200F	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ620	XH3J201F	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ620	XH3J220F	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ621	XH3J220F	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ622	XH3J260F	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ622	XH3J26ZF	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ622	XH3J26YF	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ623	XH3J261F	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ624	XH3J290F	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ624	XH3J29ZF	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ625	XH3J2B0F	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ626	XH3J2C0F	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0F	22765AJ628	22765AJ627	XH3J2E0F	B9308D26	3E3B 23A5	N.AMERICA	Crosstrek	2018	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00C	22765AM64G	22765AM64A	XH3N010C	6E8A55B5	22A1 DF0C	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00C	22765AM64G	22765AM64A	XH3N100C	6E8A55B5	22A1 DF0C	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00C	22765AM64G	22765AM64B	XH3N101C	6E8A55B5	22A1 DF0C	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00C	22765AM64G	22765AM64C	XH3N300C	6E8A55B5	22A1 DF0C	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00C	22765AM64G	22765AM64C	XH3N30ZC	6E8A55B5	22A1 DF0C	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00C	22765AM64G	22765AM64D	XH3N500C	6E8A55B5	22A1 DF0C	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00C	22765AM64G	22765AM64E	XH3N600C	6E8A55B5	22A1 DF0C	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00C	22765AM64G	22765AM64E	XH3N60ZC	6E8A55B5	22A1 DF0C	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00C	22765AM64G	22765AM64F	XH3N601C	6E8A55B5	22A1 DF0C	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00A	22765AM65G	22765AM65A	XH3N010A	FAA8D023	5508 9E0D	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00A	22765AM65G	22765AM65A	XH3N100A	FAA8D023	5508 9E0D	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00A	22765AM65G	22765AM65B	XH3N101A	FAA8D023	5508 9E0D	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00A	22765AM65G	22765AM65C	XH3N300A	FAA8D023	5508 9E0D	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00A	22765AM65G	22765AM65C	XH3N30ZA	FAA8D023	5508 9E0D	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00A	22765AM65G	22765AM65D	XH3N500A	FAA8D023	5508 9E0D	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00A	22765AM65G	22765AM65E	XH3N600A	FAA8D023	5508 9E0D	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00A	22765AM65G	22765AM65E	XH3N60ZA	FAA8D023	5508 9E0D	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00A	22765AM65G	22765AM65F	XH3N601A	FAA8D023	5508 9E0D	N.AMERICA	Impreza	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00D	22765AM66G	22765AM66A	XH3N010D	FC067661	6968 EE15	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00D	22765AM66G	22765AM66A	XH3N100D	FC067661	6968 EE15	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00D	22765AM66G	22765AM66B	XH3N101D	FC067661	6968 EE15	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00D	22765AM66G	22765AM66C	XH3N300D	FC067661	6968 EE15	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00D	22765AM66G	22765AM66C	XH3N30ZD	FC067661	6968 EE15	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00D	22765AM66G	22765AM66D	XH3N500D	FC067661	6968 EE15	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00D	22765AM66G	22765AM66E	XH3N600D	FC067661	6968 EE15	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00D	22765AM66G	22765AM66F	XH3N800D	FC067661	6968 EE15	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00B	22765AM67G	22765AM67A	XH3N010B	5CC20BED	7647 2674	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00B	22765AM67G	22765AM67A	XH3N100B	5CC20BED	7647 2674	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00B	22765AM67G	22765AM67B	XH3N101B	5CC20BED	7647 2674	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00B	22765AM67G	22765AM67C	XH3N300B	5CC20BED	7647 2674	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00B	22765AM67G	22765AM67C	XH3N30ZB	5CC20BED	7647 2674	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00B	22765AM67G	22765AM67D	XH3N500B	5CC20BED	7647 2674	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00B	22765AM67G	22765AM67E	XH3N600B	5CC20BED	7647 2674	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00B	22765AM67G	22765AM67F	XH3N800B	5CC20BED	7647 2674	N.AMERICA	Impreza	2019	2.0L	non-Turbo	CVT	FED, CAL
XH3NA00E	22765AM816	22765AM810	XH3N010E	D2566269	837B C5F6	N.AMERICA	Crosstrek	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00E	22765AM816	22765AM810	XH3N100E	D2566269	837B C5F6	N.AMERICA	Crosstrek	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00E	22765AM816	22765AM811	XH3N101E	D2566269	837B C5F6	N.AMERICA	Crosstrek	2019	2.0L	non-Turbo	MT	FED, CAL
XH3NA00E	22765AM816	22765AM812	XH3N300E	D2566269	837B C5F6	N.AMERICA	Crosstrek	2019	2.0L	non-Turbo	MT	FED, CAL
