CID	Pack_Number	Part_Number	AppricableCID	Keyword	CVN	Country Spec	Vehicle	Year	Engine	Aspiration	Transmission	Specification
EA1M811A	22765AG744	22765AG740	EA1M700A	08A1D3CE	74D7 3F21	N.AMERICA	Forester	2015	2.5L	non-Turbo	MT	CAL
EA1M811A	22765AG744	22765AG741	EA1M701A	08A1D3CE	74D7 3F21	N.AMERICA	Forester	2015	2.5L	non-Turbo	MT	CAL
EA1M811A	22765AG744	22765AG741	EA1M70ZA	08A1D3CE	74D7 3F21	N.AMERICA	Forester	2015	2.5L	non-Turbo	MT	CAL
EA1M811A	22765AG744	22765AG742	EA1M702A	08A1D3CE	74D7 3F21	N.AMERICA	Forester	2015	2.5L	non-Turbo	MT	CAL
EA1M811A	22765AG744	22765AG743	EA1M810A	08A1D3CE	74D7 3F21	N.AMERICA	Forester	2015	2.5L	non-Turbo	MT	CAL
EA1M811B	22765AG754	22765AG750	EA1M700B	7EC7424F	A329 9F6B	N.AMERICA	Forester	2015	2.5L	non-Turbo	CVT	CAL
EA1M811B	22765AG754	22765AG751	EA1M701B	7EC7424F	A329 9F6B	N.AMERICA	Forester	2015	2.5L	non-Turbo	CVT	CAL
EA1M811B	22765AG754	22765AG751	EA1M70ZB	7EC7424F	A329 9F6B	N.AMERICA	Forester	2015	2.5L	non-Turbo	CVT	CAL
EA1M811B	22765AG754	22765AG752	EA1M702B	7EC7424F	A329 9F6B	N.AMERICA	Forester	2015	2.5L	non-Turbo	CVT	CAL
EA1M811B	22765AG754	22765AG753	EA1M810B	7EC7424F	A329 9F6B	N.AMERICA	Forester	2015	2.5L	non-Turbo	CVT	CAL
ZA1JB01D	22765AG501	22765AC800	EA1G100D	868139F1	3811 9841	N.AMERICA	BRZ	2013	2.0L	non-Turbo	AT	FED  CAL
ZA1JB01D	22765AG501	22765AC800	ZA1J000D	868139F1	3811 9841	N.AMERICA	BRZ	2013	2.0L	non-Turbo	AT	FED  CAL
ZA1JB01D	22765AG501	22765AC800	ZA1J500D	868139F1	3811 9841	N.AMERICA	BRZ	2013	2.0L	non-Turbo	AT	FED  CAL
ZA1JB01D	22765AG501	22765AC800	ZA1J700D	868139F1	3811 9841	N.AMERICA	BRZ	2013	2.0L	non-Turbo	AT	FED  CAL
ZA1JB01D	22765AG501	22765AC801	ZA1J900D	868139F1	3811 9841	N.AMERICA	BRZ	2013	2.0L	non-Turbo	AT	FED  CAL
ZA1JB01D	22765AG501	22765AC802	ZA1JA00D	868139F1	3811 9841	N.AMERICA	BRZ	2013	2.0L	non-Turbo	AT	FED  CAL
ZA1JB01D	22765AG501	22765AC803	ZA1JA01D	868139F1	3811 9841	N.AMERICA	BRZ	2013	2.0L	non-Turbo	AT	FED  CAL
ZA1JB01C	22765AG511	22765AC810	EA1G100C	CFB47AAB	A0F8 6CBC	N.AMERICA	BRZ	2013	2.0L	non-Turbo	MT	FED  CAL
ZA1JB01C	22765AG511	22765AC810	ZA1J000C	CFB47AAB	A0F8 6CBC	N.AMERICA	BRZ	2013	2.0L	non-Turbo	MT	FED  CAL
ZA1JB01C	22765AG511	22765AC810	ZA1J500C	CFB47AAB	A0F8 6CBC	N.AMERICA	BRZ	2013	2.0L	non-Turbo	MT	FED  CAL
ZA1JB01C	22765AG511	22765AC810	ZA1J700C	CFB47AAB	A0F8 6CBC	N.AMERICA	BRZ	2013	2.0L	non-Turbo	MT	FED  CAL
ZA1JB01C	22765AG511	22765AC811	ZA1J900C	CFB47AAB	A0F8 6CBC	N.AMERICA	BRZ	2013	2.0L	non-Turbo	MT	FED  CAL
ZA1JB01C	22765AG511	22765AC812	ZA1JA00C	CFB47AAB	A0F8 6CBC	N.AMERICA	BRZ	2013	2.0L	non-Turbo	MT	FED  CAL
ZA1JB01C	22765AG511	22765AC813	ZA1JA01C	CFB47AAB	A0F8 6CBC	N.AMERICA	BRZ	2013	2.0L	non-Turbo	MT	FED  CAL
ZA1JB01D	22765AG501	22765AG500	ZA1JB00D	868139F1	3811 9841	N.AMERICA	BRZ	2014	2.0L	non-Turbo	AT	FED  CAL
ZA1JB01C	22765AG511	22765AG510	ZA1JB00C	CFB47AAB	A0F8 6CBC	N.AMERICA	BRZ	2014	2.0L	non-Turbo	MT	FED  CAL
LF75600H	22765AH617	22765AH610	LF75200H	CAF16A42	AE21 DCC1	N.AMERICA	WRX	2016	2.0L	Turbo	MT	FED  CAL
LF75600H	22765AH617	22765AH610	LF75201H	CAF16A42	AE21 DCC1	N.AMERICA	WRX	2016	2.0L	Turbo	MT	FED  CAL
LF75600H	22765AH617	22765AH610	LF75300H	CAF16A42	AE21 DCC1	N.AMERICA	WRX	2016	2.0L	Turbo	MT	FED  CAL
LF75600H	22765AH617	22765AH611	LF75400H	CAF16A42	AE21 DCC1	N.AMERICA	WRX	2016	2.0L	Turbo	MT	FED  CAL
LF75600H	22765AH617	22765AH612	LF75401H	CAF16A42	AE21 DCC1	N.AMERICA	WRX	2016	2.0L	Turbo	MT	FED  CAL
LF75600H	22765AH617	22765AH613	LF75402H	CAF16A42	AE21 DCC1	N.AMERICA	WRX	2016	2.0L	Turbo	MT	FED  CAL
LF75600H	22765AH617	22765AH614	LF75402H	CAF16A42	AE21 DCC1	N.AMERICA	WRX	2016	2.0L	Turbo	MT	FED  CAL
LF75600H	22765AH617	22765AH615	LF75403H	CAF16A42	AE21 DCC1	N.AMERICA	WRX	2016	2.0L	Turbo	MT	FED  CAL
LF75600H	22765AH617	22765AH616	LF75404H	CAF16A42	AE21 DCC1	N.AMERICA	WRX	2016	2.0L	Turbo	MT	FED  CAL
LF75500G	22765AH626	22765AH620	LF75200G	4B2FF19D	9443 3F12	N.AMERICA	WRX	2016	2.0L	Turbo	CVT	FED  CAL
LF75500G	22765AH626	22765AH620	LF75300G	4B2FF19D	9443 3F12	N.AMERICA	WRX	2016	2.0L	Turbo	CVT	FED  CAL
LF75500G	22765AH626	22765AH621	LF75400G	4B2FF19D	9443 3F12	N.AMERICA	WRX	2016	2.0L	Turbo	CVT	FED  CAL
LF75500G	22765AH626	22765AH622	LF75401G	4B2FF19D	9443 3F12	N.AMERICA	WRX	2016	2.0L	Turbo	CVT	FED  CAL
LF75500G	22765AH626	22765AH623	LF75402G	4B2FF19D	9443 3F12	N.AMERICA	WRX	2016	2.0L	Turbo	CVT	FED  CAL
LF75500G	22765AH626	22765AH624	LF75402G	4B2FF19D	9443 3F12	N.AMERICA	WRX	2016	2.0L	Turbo	CVT	FED  CAL
LF75500G	22765AH626	22765AH625	LF75403G	4B2FF19D	9443 3F12	N.AMERICA	WRX	2016	2.0L	Turbo	CVT	FED  CAL
EA1U300C	22765AH711	22765AH710	EA1U210C	FC9ADB6C	1453 0013	N.AMERICA	Impreza	2016	2.0L	non-Turbo	MT	FED  CAL
EA1U300A	22765AH721	22765AH720	EA1U210A	C36B9251	7EB8 F3F0	N.AMERICA	Impreza	2016	2.0L	non-Turbo	CVT	FED  CAL
EA1U300D	22765AH741	22765AH740	EA1U210D	ECDD4A4C	F92E 8745	N.AMERICA	Crosstrek	2016	2.0L	non-Turbo	MT	FED  CAL
EA1U300B	22765AH751	22765AH750	EA1U100B	8BA1C221	F7F1 9472	N.AMERICA	Crosstrek	2016	2.0L	non-Turbo	CVT	FED  CAL
EA1U300B	22765AH751	22765AH750	EA1U210B	8BA1C221	F7F1 9472	N.AMERICA	Crosstrek	2016	2.0L	non-Turbo	CVT	FED  CAL
EA1Y200D	22765AK581	22765AK580	EA1Y100D	FBAB1DB5	2BC6 EBE6	N.AMERICA	Crosstrek	2017	2.0L	non-Turbo	MT	FED  CAL
EA1Y200D	22765AK581	22765AK580	EA1Y101D	FBAB1DB5	2BC6 EBE6	N.AMERICA	Crosstrek	2017	2.0L	non-Turbo	MT	FED  CAL
EA1Y200B	22765AK591	22765AK590	EA1Y100B	1DF53C1D	75A1 C0CB	N.AMERICA	Crosstrek	2017	2.0L	non-Turbo	CVT	FED  CAL
EA1Y200B	22765AK591	22765AK590	EA1Y101B	1DF53C1D	75A1 C0CB	N.AMERICA	Crosstrek	2017	2.0L	non-Turbo	CVT	FED  CAL
EB4L100X	22765AH833	22765AH830	EB4L010X	A12A17CC	5A5A 4A9F	N.AMERICA	Forester	2017	2.5L	non-Turbo	MT	CANADA
EB4L100X	22765AH833	22765AH830	EB4L01ZX	A12A17CC	5A5A 4A9F	N.AMERICA	Forester	2017	2.5L	non-Turbo	MT	CANADA
EB4L100X	22765AH833	22765AH831	EB4L011X	A12A17CC	5A5A 4A9F	N.AMERICA	Forester	2017	2.5L	non-Turbo	MT	CANADA
EB4L100X	22765AH833	22765AH831	EB4L01YX	A12A17CC	5A5A 4A9F	N.AMERICA	Forester	2017	2.5L	non-Turbo	MT	CANADA
EB4L100X	22765AH833	22765AH832	EB4L012X	A12A17CC	5A5A 4A9F	N.AMERICA	Forester	2017	2.5L	non-Turbo	MT	CANADA
EB4L100X	22765AH833	22765AH832	EB4L01XX	A12A17CC	5A5A 4A9F	N.AMERICA	Forester	2017	2.5L	non-Turbo	MT	CANADA
EB4J340S	22765AH843	22765AH840	EB4J320S	B9403F11	046F 674C	N.AMERICA	Forester	2017	2.5L	non-Turbo	CVT	CANADA
EB4J340S	22765AH843	22765AH840	EB4J32ZS	B9403F11	046F 674C	N.AMERICA	Forester	2017	2.5L	non-Turbo	CVT	CANADA
EB4J340S	22765AH843	22765AH841	EB4J321S	B9403F11	046F 674C	N.AMERICA	Forester	2017	2.5L	non-Turbo	CVT	CANADA
EB4J340S	22765AH843	22765AH841	EB4J32YS	B9403F11	046F 674C	N.AMERICA	Forester	2017	2.5L	non-Turbo	CVT	CANADA
EB4J340S	22765AH843	22765AH842	EB4J330S	B9403F11	046F 674C	N.AMERICA	Forester	2017	2.5L	non-Turbo	CVT	CANADA
EB4J340S	22765AH843	22765AH842	EB4J33ZS	B9403F11	046F 674C	N.AMERICA	Forester	2017	2.5L	non-Turbo	CVT	CANADA
EB4L100W	22765AH853	22765AH850	EB4L010W	60EE147E	0E0A B447	N.AMERICA	Forester	2017	2.5L	non-Turbo	MT	FED  CAL
EB4L100W	22765AH853	22765AH850	EB4L01ZW	60EE147E	0E0A B447	N.AMERICA	Forester	2017	2.5L	non-Turbo	MT	FED  CAL
EB4L100W	22765AH853	22765AH851	EB4L011W	60EE147E	0E0A B447	N.AMERICA	Forester	2017	2.5L	non-Turbo	MT	FED  CAL
EB4L100W	22765AH853	22765AH851	EB4L01YW	60EE147E	0E0A B447	N.AMERICA	Forester	2017	2.5L	non-Turbo	MT	FED  CAL
EB4L100W	22765AH853	22765AH852	EB4L012W	60EE147E	0E0A B447	N.AMERICA	Forester	2017	2.5L	non-Turbo	MT	FED  CAL
EB4L100W	22765AH853	22765AH852	EB4L01XW	60EE147E	0E0A B447	N.AMERICA	Forester	2017	2.5L	non-Turbo	MT	FED  CAL
EB4J340R	22765AH863	22765AH860	EB4J320R	D69D26C6	EF75 B70C	N.AMERICA	Forester	2017	2.5L	non-Turbo	CVT	FED  CAL
EB4J340R	22765AH863	22765AH860	EB4J32ZR	D69D26C6	EF75 B70C	N.AMERICA	Forester	2017	2.5L	non-Turbo	CVT	FED  CAL
EB4J340R	22765AH863	22765AH861	EB4J321R	D69D26C6	EF75 B70C	N.AMERICA	Forester	2017	2.5L	non-Turbo	CVT	FED  CAL
EB4J340R	22765AH863	22765AH861	EB4J32YR	D69D26C6	EF75 B70C	N.AMERICA	Forester	2017	2.5L	non-Turbo	CVT	FED  CAL
EB4J340R	22765AH863	22765AH862	EB4J330R	D69D26C6	EF75 B70C	N.AMERICA	Forester	2017	2.5L	non-Turbo	CVT	FED  CAL
EB4J340R	22765AH863	22765AH862	EB4J33ZR	D69D26C6	EF75 B70C	N.AMERICA	Forester	2017	2.5L	non-Turbo	CVT	FED  CAL
EB4P020W	22765AL382	22765AL380	EB4P000W	AF3E69E1	E554 2873	N.AMERICA	Forester	2018	2.5L	non-Turbo	MT	FED  CAL
EB4P020W	22765AL382	22765AL381	EB4P001W	AF3E69E1	E554 2873	N.AMERICA	Forester	2018	2.5L	non-Turbo	MT	FED  CAL
EB4P020W	22765AL382	22765AL381	EB4P00ZW	AF3E69E1	E554 2873	N.AMERICA	Forester	2018	2.5L	non-Turbo	MT	FED  CAL
EB4S200R	22765AL392	22765AL390	EB4P000R	9BAB2FCC	AECC FAD5	N.AMERICA	Forester	2018	2.5L	non-Turbo	CVT	FED  CAL
EB4S200R	22765AL392	22765AL391	EB4S100R	9BAB2FCC	AECC FAD5	N.AMERICA	Forester	2018	2.5L	non-Turbo	CVT	FED  CAL
EB4S200R	22765AL392	22765AL391	EB4S10ZR	9BAB2FCC	AECC FAD5	N.AMERICA	Forester	2018	2.5L	non-Turbo	CVT	FED  CAL
DB4I550D	22765AK31F	22765AK31A	DB4I500D	6D87DE45	CEC7 4FE1	N.AMERICA	Legacy	2017	3.6L	non-Turbo	CVT	FED  CAL
DB4I550D	22765AK31F	22765AK31A	DB4I50ZD	6D87DE45	CEC7 4FE1	N.AMERICA	Legacy	2017	3.6L	non-Turbo	CVT	FED  CAL
DB4I550D	22765AK31F	22765AK31B	DB4I501D	6D87DE45	CEC7 4FE1	N.AMERICA	Legacy	2017	3.6L	non-Turbo	CVT	FED  CAL
DB4I550D	22765AK31F	22765AK31C	DB4I502D	6D87DE45	CEC7 4FE1	N.AMERICA	Legacy	2017	3.6L	non-Turbo	CVT	FED  CAL
DB4I550D	22765AK31F	22765AK31D	DB4I530D	6D87DE45	CEC7 4FE1	N.AMERICA	Legacy	2017	3.6L	non-Turbo	CVT	FED  CAL
DB4I550D	22765AK31F	22765AK31E	DB4I540D	6D87DE45	CEC7 4FE1	N.AMERICA	Legacy	2017	3.6L	non-Turbo	CVT	FED  CAL
DB4I550D	22765AK31F	22765AK31A	DB4I500D	6D87DE45	CEC7 4FE1	N.AMERICA	Outback	2017	3.6L	non-Turbo	CVT	FED  CAL
DB4I550D	22765AK31F	22765AK31A	DB4I50ZD	6D87DE45	CEC7 4FE1	N.AMERICA	Outback	2017	3.6L	non-Turbo	CVT	FED  CAL
DB4I550D	22765AK31F	22765AK31B	DB4I501D	6D87DE45	CEC7 4FE1	N.AMERICA	Outback	2017	3.6L	non-Turbo	CVT	FED  CAL
DB4I550D	22765AK31F	22765AK31C	DB4I502D	6D87DE45	CEC7 4FE1	N.AMERICA	Outback	2017	3.6L	non-Turbo	CVT	FED  CAL
DB4I550D	22765AK31F	22765AK31D	DB4I530D	6D87DE45	CEC7 4FE1	N.AMERICA	Outback	2017	3.6L	non-Turbo	CVT	FED  CAL
DB4I550D	22765AK31F	22765AK31E	DB4I540D	6D87DE45	CEC7 4FE1	N.AMERICA	Outback	2017	3.6L	non-Turbo	CVT	FED  CAL
AE5W200V	22765AK173	22765AK170	AE5W000V	C3DA1B56	A015 91FF	N.AMERICA	WRX	2017	2.5L	Turbo	MT	FED, CAL
AE5W200V	22765AK173	22765AK170	AE5W100V	C3DA1B56	A015 91FF	N.AMERICA	WRX	2017	2.5L	Turbo	MT	FED, CAL
AE5W200V	22765AK173	22765AK171	AE5W101V	C3DA1B56	A015 91FF	N.AMERICA	WRX	2017	2.5L	Turbo	MT	FED, CAL
AE5W200V	22765AK173	22765AK171	AE5W10ZV	C3DA1B56	A015 91FF	N.AMERICA	WRX	2017	2.5L	Turbo	MT	FED, CAL
AE5W200V	22765AK173	22765AK172	AE5W102V	C3DA1B56	A015 91FF	N.AMERICA	WRX	2017	2.5L	Turbo	MT	FED, CAL
AE5Z120V	22765AK922	22765AK920	AE5Y100V	F1217234	1565 42D8	N.AMERICA	WRX	2018	2.5L	Turbo	MT	FED, CAL
AE5Z120V	22765AK922	22765AK920	AE5Y101V	F1217234	1565 42D8	N.AMERICA	WRX	2018	2.5L	Turbo	MT	FED, CAL
AE5Z120V	22765AK922	22765AK920	AE5Z000V	F1217234	1565 42D8	N.AMERICA	WRX	2018	2.5L	Turbo	MT	FED, CAL
AE5Z120V	22765AK922	22765AK920	AE5Z00ZV	F1217234	1565 42D8	N.AMERICA	WRX	2018	2.5L	Turbo	MT	FED, CAL
AE5Z120V	22765AK922	22765AK921	AE5Z001V	F1217234	1565 42D8	N.AMERICA	WRX	2018	2.5L	Turbo	MT	FED, CAL
AE5Z120W	22765AM271	22765AM270	AE5Z111W	29B4FCD5	01B6 9E8E	N.AMERICA	WRX	2018	2.5L	Turbo	MT	FED, CAL
AE5Z330V	22765AM461	22765AM460	AE5Z320V	4D525EDC	8019 49EA	N.AMERICA	WRX	2019	2.5L	Turbo	MT	FED, CAL
AE5Z330V	22765AM461	22765AM460	AE5Z321V	4D525EDC	8019 49EA	N.AMERICA	WRX	2019	2.5L	Turbo	MT	FED, CAL
AE5Z510V00G	22765AN541	22765AN540	AE5Z500V00G	598CCAEB	8DF3 C195	N.AMERICA	WRX	2020	2.5L	Turbo	MT	FED, CAL
LF78200B	22765AH926	22765AH920	LF78101B	4C616F8C	730D 36FC	N.AMERICA	Forester	2017	2.0L	Turbo	CVT	FED, CAL
LF78200B	22765AH926	22765AH920	LF78102B	4C616F8C	730D 36FC	N.AMERICA	Forester	2017	2.0L	Turbo	CVT	FED, CAL
LF78200B	22765AH926	22765AH921	LF78103B	4C616F8C	730D 36FC	N.AMERICA	Forester	2017	2.0L	Turbo	CVT	FED, CAL
LF78200B	22765AH926	22765AH922	LF78104B	4C616F8C	730D 36FC	N.AMERICA	Forester	2017	2.0L	Turbo	CVT	FED, CAL
LF78200B	22765AH926	22765AH923	LF78105B	4C616F8C	730D 36FC	N.AMERICA	Forester	2017	2.0L	Turbo	CVT	FED, CAL
LF78200B	22765AH926	22765AH924	LF78105B	4C616F8C	730D 36FC	N.AMERICA	Forester	2017	2.0L	Turbo	CVT	FED, CAL
LF78200B	22765AH926	22765AH925	LF78106B	4C616F8C	730D 36FC	N.AMERICA	Forester	2017	2.0L	Turbo	CVT	FED, CAL
LF9C200B	22765AL594	22765AL590	LF9C000B	B85912A9	8CF2 3C06	N.AMERICA	Forester	2018	2.0L	Turbo	CVT	FED, CAL
LF9C200B	22765AL594	22765AL591	LF9C001B	B85912A9	8CF2 3C06	N.AMERICA	Forester	2018	2.0L	Turbo	CVT	FED, CAL
LF9C200B	22765AL594	22765AL592	LF9C001B	B85912A9	8CF2 3C06	N.AMERICA	Forester	2018	2.0L	Turbo	CVT	FED, CAL
LF9C200B	22765AL594	22765AL593	LF9C002B	B85912A9	8CF2 3C06	N.AMERICA	Forester	2018	2.0L	Turbo	CVT	FED, CAL
LF79120P	22765AK386	22765AK380	LF78100P	F14C1A26	197F 5D21	N.AMERICA	WRX	2017	2.0L	Turbo	MT	FED  CAL
LF79120P	22765AK386	22765AK380	LF79001P	F14C1A26	197F 5D21	N.AMERICA	WRX	2017	2.0L	Turbo	MT	FED  CAL
LF79120P	22765AK386	22765AK380	LF79002P	F14C1A26	197F 5D21	N.AMERICA	WRX	2017	2.0L	Turbo	MT	FED  CAL
LF79120P	22765AK386	22765AK381	LF79100P	F14C1A26	197F 5D21	N.AMERICA	WRX	2017	2.0L	Turbo	MT	FED  CAL
LF79120P	22765AK386	22765AK382	LF79101P	F14C1A26	197F 5D21	N.AMERICA	WRX	2017	2.0L	Turbo	MT	FED  CAL
LF79120P	22765AK386	22765AK383	LF79101P	F14C1A26	197F 5D21	N.AMERICA	WRX	2017	2.0L	Turbo	MT	FED  CAL
LF79120P	22765AK386	22765AK384	LF79102P	F14C1A26	197F 5D21	N.AMERICA	WRX	2017	2.0L	Turbo	MT	FED  CAL
LF79120P	22765AK386	22765AK385	LF79103P	F14C1A26	197F 5D21	N.AMERICA	WRX	2017	2.0L	Turbo	MT	FED  CAL
LF79110N	22765AK395	22765AK390	LF78100N	1F916B80	0BDF 92E8	N.AMERICA	WRX	2017	2.0L	Turbo	CVT	FED  CAL
LF79110N	22765AK395	22765AK390	LF79001N	1F916B80	0BDF 92E8	N.AMERICA	WRX	2017	2.0L	Turbo	CVT	FED  CAL
LF79110N	22765AK395	22765AK390	LF79002N	1F916B80	0BDF 92E8	N.AMERICA	WRX	2017	2.0L	Turbo	CVT	FED  CAL
LF79110N	22765AK395	22765AK391	LF79100N	1F916B80	0BDF 92E8	N.AMERICA	WRX	2017	2.0L	Turbo	CVT	FED  CAL
LF79110N	22765AK395	22765AK392	LF79101N	1F916B80	0BDF 92E8	N.AMERICA	WRX	2017	2.0L	Turbo	CVT	FED  CAL
LF79110N	22765AK395	22765AK393	LF79101N	1F916B80	0BDF 92E8	N.AMERICA	WRX	2017	2.0L	Turbo	CVT	FED  CAL
LF79110N	22765AK395	22765AK394	LF79102N	1F916B80	0BDF 92E8	N.AMERICA	WRX	2017	2.0L	Turbo	CVT	FED  CAL
XH3J2G0C	22765AU28A	22765AJ59A	EH3H100C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59A	XH3I000C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59A	XH3I100C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59A	XH3I110C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59A	XH3I200C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59A	XH3I300C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59A	XH3I301C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59A	XH3I302C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59B	XH3J100C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59C	XH3J110C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59D	XH3J110C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59E	XH3J260C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59E	XH3J26ZC	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59F	XH3J261C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59G	XH3J290C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59G	XH3J29ZC	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59H	XH3J2B0C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59J	XH3J2CZC	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0C	22765AU28A	22765AJ59K	XH3J2C1C	BD9CAD75	4AA9 EA34	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60A	EH3H100D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60A	XH3I000D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60A	XH3I100D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60A	XH3I110D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60A	XH3I200D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60A	XH3I300D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60A	XH3I301D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60A	XH3I302D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60B	XH3J100D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60C	XH3J110D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60D	XH3J110D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60E	XH3J260D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60E	XH3J26ZD	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60F	XH3J261D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60G	XH3J290D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60G	XH3J29ZD	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60H	XH3J2B0D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60J	XH3J2C0D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0D	22765AU29A	22765AJ60K	XH3J2E0D	FE01CFEB	2A18 BB73	N.AMERICA	Impreza	2017	2.0L	non-Turbo	CVT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61A	EH3H100A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61A	XH3I000A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
XH3J2G0A	22765AU30A	22765AK61A	XH3I100A	C3C6AC44	7D16 BC9B	N.AMERICA	Impreza	2017	2.0L	non-Turbo	MT	FED, CAL
